#RUF_ID	Strand	EMBLAccession	ExpressionRank
RUF_131439_131497 	 + 	 AE017225 	 4
RUF_1299161_1300273 	 + 	 AE017354 	 1923
RUF_3294671_3294815 	 + 	 AE017354 	 2775
RUF_515790_516060 	 + 	 CP000678 	 12
RUF_332995_333326 	 + 	 CP000678 	 14
RUF_519527_520013 	 + 	 CP000678 	 15
RUF_333398_333480 	 + 	 CP000678 	 26
RUF_647403_647476 	 + 	 CP000678 	 27
RUF_329870_330028 	 + 	 CP000678 	 29
RUF_516411_516560 	 + 	 CP000678 	 32
RUF_603955_604113 	 + 	 CP000678 	 40
RUF_602211_602281 	 + 	 CP000678 	 50
RUF_1050048_1050310 	 + 	 CP000678 	 83
RUF_181903_181984 	 + 	 CP000678 	 99
RUF_859185_859257 	 + 	 CP000678 	 105
RUF_1015871_1015955 	 + 	 CP000678 	 126
RUF_1454738_1454935 	 + 	 CP000678 	 127
RUF_366864_367504 	 + 	 CP000678 	 130
RUF_1599690_1599766 	 + 	 CP000678 	 133
RUF_191068_191237 	 + 	 CP000678 	 156
RUF_182235_182379 	 + 	 CP000678 	 167
RUF_878387_878533 	 + 	 CP000678 	 191
RUF_1373106_1373156 	 + 	 CP000678 	 196
RUF_561274_561508 	 + 	 CP000678 	 220
RUF_1455377_1455470 	 + 	 CP000678 	 224
RUF_420257_420312 	 + 	 CP000678 	 227
RUF_744891_745010 	 + 	 CP000678 	 234
RUF_732089_732141 	 + 	 CP000678 	 267
RUF_679686_679793 	 + 	 CP000678 	 290
RUF_1397468_1397598 	 + 	 CP000678 	 325
RUF_564048_564708 	 + 	 CP000678 	 364
RUF_722575_722914 	 + 	 CP000678 	 365
RUF_1059585_1059827 	 + 	 CP000678 	 368
RUF_713263_713391 	 + 	 CP000678 	 396
RUF_516230_516294 	 + 	 CP000678 	 469
RUF_924001_924080 	 + 	 CP000678 	 507
RUF_1374373_1374490 	 + 	 CP000678 	 577
RUF_1034892_1034987 	 + 	 CP000678 	 769
RUF_785702_785840 	 + 	 CP000678 	 908
RUF_359950_360320 	 + 	 CP000678 	 936
RUF_7765_7975 	 + 	 CP000678 	 990
RUF_459764_459973 	 + 	 CP000678 	 1151
RUF_27095_27313 	 + 	 CP000678 	 1351
RUF_765524_765869 	 + 	 CP000678 	 1401
RUF_185321_185434 	 + 	 CP000678 	 1449
RUF_475881_476062 	 + 	 CP002382 	 5
RUF_889809_890005 	 + 	 CP002382 	 12
RUF_2142581_2142647 	 + 	 CP002382 	 21
RUF_473511_474077 	 + 	 CP002382 	 26
RUF_1461014_1461125 	 + 	 CP002382 	 28
RUF_1878245_1878301 	 + 	 CP002382 	 31
RUF_1786503_1786748 	 + 	 CP002382 	 34
RUF_1503796_1503882 	 + 	 CP002382 	 40
RUF_1149800_1150136 	 + 	 CP002382 	 49
RUF_2134476_2134526 	 + 	 CP002382 	 53
RUF_765782_765936 	 + 	 CP002382 	 56
RUF_2137665_2137716 	 + 	 CP002382 	 57
RUF_1172788_1172842 	 + 	 CP002382 	 61
RUF_378076_378597 	 + 	 CP002382 	 65
RUF_2344084_2344150 	 + 	 CP002382 	 77
RUF_912145_912211 	 + 	 CP002382 	 80
RUF_1414893_1415056 	 + 	 CP002382 	 81
RUF_2461174_2461249 	 + 	 CP002382 	 85
RUF_1173065_1173139 	 + 	 CP002382 	 87
RUF_1651247_1651358 	 + 	 CP002382 	 91
RUF_1969689_1969765 	 + 	 CP002382 	 107
RUF_394132_394197 	 + 	 CP002382 	 108
RUF_151110_151206 	 + 	 CP002382 	 112
RUF_999794_999851 	 + 	 CP002382 	 113
RUF_2135786_2135841 	 + 	 CP002382 	 122
RUF_761631_761906 	 + 	 CP002382 	 123
RUF_2134116_2134190 	 + 	 CP002382 	 128
RUF_2126072_2126267 	 + 	 CP002382 	 132
RUF_1945274_1945489 	 + 	 CP002382 	 135
RUF_2313659_2313814 	 + 	 CP002382 	 140
RUF_1378094_1378280 	 + 	 CP002382 	 157
RUF_1511898_1511981 	 + 	 CP002382 	 174
RUF_478801_478936 	 + 	 CP002382 	 175
RUF_1487869_1487929 	 + 	 CP002382 	 224
RUF_1154606_1154965 	 + 	 CP002382 	 286
RUF_475560_475717 	 + 	 CP002382 	 287
RUF_1414391_1414688 	 + 	 CP002382 	 314
RUF_1652679_1653202 	 + 	 CP002382 	 337
RUF_1652694_1653218 	 + 	 CP002382 	 338
RUF_1486797_1486983 	 + 	 CP002382 	 540
RUF_34832_34998 	 + 	 CP002382 	 2519
RUF_3837387_3837455 	 - 	 AL123456 	 33
RUF_1197250_1197326 	 - 	 AL123456 	 67
RUF_3243405_3243575 	 + 	 AL123456 	 71
RUF_3907403_3907528 	 - 	 AL123456 	 79
RUF_1735505_1735921 	 + 	 AL123456 	 88
RUF_1221297_1222980 	 - 	 AL123456 	 95
RUF_1453011_1453175 	 + 	 AL123456 	 108
RUF_2516895_2516994 	 - 	 AL123456 	 131
RUF_1851993_1852272 	 + 	 AL123456 	 136
RUF_2256001_2256534 	 + 	 AL123456 	 172
RUF_2955436_2955540 	 + 	 AL123456 	 193
RUF_3895715_3895804 	 + 	 AL123456 	 237
RUF_937960_938247 	 - 	 AL123456 	 243
RUF_3415074_3415271 	 - 	 AL123456 	 277
RUF_3557208_3557327 	 + 	 AL123456 	 330
RUF_3557017_3557211 	 - 	 AL123456 	 338
RUF_759587_759784 	 + 	 AL123456 	 345
RUF_3331783_3332162 	 + 	 AL123456 	 460
RUF_1025400_1025449 	 - 	 AL123456 	 491
RUF_968275_968389 	 - 	 AL123456 	 516
RUF_1271771_1272173 	 - 	 AL123456 	 543
RUF_1024759_1025293 	 - 	 AL123456 	 790
RUF_1029358_1029512 	 + 	 AL123456 	 866
RUF_789629_789782 	 + 	 AL123456 	 967
RUF_11023_11096 	 + 	 AL123456 	 1065
RUF_4105673_4105862 	 + 	 AL123456 	 1081
RUF_4103488_4103524 	 + 	 AL123456 	 1594
RUF_100449_100582 	 + 	 AL123456 	 1623
RUF_665510_665755 	 - 	 AL123456 	 1722
RUF_1017131_1017202 	 - 	 AL123456 	 1965
RUF_2007047_2007187 	 + 	 AL123456 	 2095
RUF_2489145_2489207 	 + 	 AL123456 	 2140
RUF_1014122_1014680 	 - 	 AL123456 	 2337
RUF_1015298_1015397 	 + 	 AL123456 	 2607
RUF_780991_781074 	 - 	 AL123456 	 2984
RUF_1024162_1024229 	 - 	 AL123456 	 3349
RUF_1024240_1024302 	 - 	 AL123456 	 3350
RUF_1016710_1016844 	 + 	 AL123456 	 3563
RUF_1026911_1027056 	 - 	 AL123456 	 3966
RUF_1023875_1024170 	 + 	 AL123456 	 4044
RUF_119827_120056 	 + 	 U00089 	 6
RUF_784073_784140 	 + 	 U00089 	 13
RUF_271991_272048 	 + 	 U00089 	 16
RUF_195330_195874 	 + 	 U00089 	 23
RUF_604584_604896 	 + 	 U00089 	 24
RUF_469310_469373 	 + 	 U00089 	 27
RUF_661124_661186 	 + 	 U00089 	 28
RUF_787980_788140 	 + 	 U00089 	 33
RUF_351015_351065 	 + 	 U00089 	 49
RUF_813398_813467 	 + 	 U00089 	 56
RUF_262022_262128 	 + 	 U00089 	 67
RUF_592218_592397 	 + 	 U00089 	 84
RUF_481995_482284 	 + 	 U00089 	 104
RUF_789323_789409 	 + 	 U00089 	 110
RUF_597824_597899 	 + 	 U00089 	 145
RUF_757781_757869 	 + 	 U00089 	 146
RUF_385688_385836 	 + 	 U00089 	 155
RUF_483245_483528 	 + 	 U00089 	 156
RUF_250272_250325 	 + 	 U00089 	 165
RUF_207421_207703 	 + 	 U00089 	 195
RUF_651244_651394 	 + 	 U00089 	 196
RUF_703619_703796 	 + 	 U00089 	 220
RUF_392713_392909 	 + 	 U00089 	 263
RUF_413299_413430 	 + 	 U00089 	 264
RUF_420238_420292 	 + 	 U00089 	 297
RUF_453334_453421 	 + 	 U00089 	 298
RUF_784405_784488 	 + 	 U00089 	 299
RUF_217534_217629 	 + 	 U00089 	 323
RUF_141246_141381 	 + 	 U00089 	 757
RUF_164078_164168 	 - 	 AE017199 	 5
RUF_334558_334634 	 + 	 AE017199 	 7
RUF_432080_432287 	 + 	 AE017199 	 8
RUF_113561_113655 	 - 	 AE017199 	 10
RUF_375319_375397 	 - 	 AE017199 	 11
RUF_145930_146042 	 - 	 AE017199 	 12
RUF_382303_382481 	 - 	 AE017199 	 14
RUF_328870_328986 	 - 	 AE017199 	 15
RUF_384207_384270 	 + 	 AE017199 	 16
RUF_13215_14747 	 - 	 AE017199 	 21
RUF_339351_339700 	 + 	 AE017199 	 43
RUF_785652_785741 	 + 	 AE004969 	 12
RUF_1994807_1995171 	 + 	 AE004969 	 17
RUF_1828389_1828442 	 + 	 AE004969 	 18
RUF_1824176_1824235 	 + 	 AE004969 	 30
RUF_1808870_1808959 	 + 	 AE004969 	 33
RUF_388568_388661 	 + 	 AE004969 	 40
RUF_1795979_1796180 	 + 	 AE004969 	 47
RUF_299400_299548 	 + 	 AE004969 	 58
RUF_906812_906916 	 + 	 AE004969 	 66
RUF_1826091_1826193 	 + 	 AE004969 	 72
RUF_471642_471837 	 + 	 AE004969 	 73
RUF_454810_454892 	 + 	 AE004969 	 79
RUF_762724_762906 	 + 	 AE004969 	 80
RUF_1824733_1824963 	 + 	 AE004969 	 86
RUF_2072794_2072887 	 + 	 AE004969 	 96
RUF_2122650_2122708 	 + 	 AE004969 	 99
RUF_2138229_2138448 	 + 	 AE004969 	 117
RUF_1044285_1044446 	 + 	 AE004969 	 123
RUF_1801757_1801980 	 + 	 AE004969 	 124
RUF_621836_622049 	 + 	 AE004969 	 133
RUF_1609806_1610150 	 + 	 AE004969 	 154
RUF_1910085_1910546 	 + 	 AE004969 	 157
RUF_1372295_1372808 	 + 	 AE004969 	 158
RUF_894609_894871 	 + 	 AE004969 	 179
RUF_1003915_1004233 	 + 	 AE004969 	 223
RUF_900467_900580 	 + 	 AE004969 	 224
RUF_1552230_1552595 	 + 	 AE004969 	 232
RUF_1248800_1249110 	 + 	 AE004969 	 243
RUF_569205_569362 	 + 	 AE004969 	 257
RUF_1172519_1172726 	 + 	 AE004969 	 279
RUF_625868_625990 	 + 	 AE004969 	 286
RUF_163026_163143 	 + 	 AE004969 	 298
RUF_1389064_1389198 	 + 	 AE004969 	 315
RUF_1629233_1629572 	 + 	 AE004969 	 337
RUF_350631_350704 	 + 	 AE004969 	 406
RUF_334562_334759 	 + 	 AE004969 	 447
RUF_1881076_1881197 	 + 	 AE004969 	 921
RUF_341338_341525 	 + 	 AE004969 	 1272
RUF_496767_497110 	 + 	 AE004969 	 1376
RUF_820640_821387 	 + 	 AP009380 	 12
RUF_254498_254611 	 + 	 AP009380 	 18
RUF_1400753_1400836 	 + 	 AP009380 	 19
RUF_1985949_1985996 	 + 	 AP009380 	 20
RUF_1771296_1771361 	 - 	 AP009380 	 22
RUF_1954647_1954706 	 - 	 AP009380 	 24
RUF_105489_105574 	 + 	 AP009380 	 25
RUF_2128844_2128962 	 + 	 AP009380 	 26
RUF_1813598_1813722 	 - 	 AP009380 	 38
RUF_826209_826259 	 + 	 AP009380 	 42
RUF_2071627_2071773 	 - 	 AP009380 	 44
RUF_794960_795029 	 - 	 AP009380 	 45
RUF_2315349_2315399 	 + 	 AP009380 	 46
RUF_799559_799603 	 - 	 AP009380 	 47
RUF_1771564_1771617 	 - 	 AP009380 	 48
RUF_771514_771609 	 - 	 AP009380 	 50
RUF_542134_542223 	 - 	 AP009380 	 51
RUF_2238174_2238455 	 - 	 AP009380 	 70
RUF_308277_308550 	 + 	 AP009380 	 79
RUF_2066584_2067070 	 + 	 AP009380 	 87
RUF_500489_500579 	 + 	 AP009380 	 102
RUF_2336253_2336324 	 - 	 AP009380 	 115
RUF_2050508_2050600 	 + 	 AP009380 	 159
RUF_2019260_2019415 	 - 	 AP009380 	 210
RUF_484745_484835 	 - 	 AP009380 	 218
RUF_824785_824914 	 - 	 AP009380 	 230
RUF_2026490_2026540 	 - 	 AP009380 	 252
RUF_1565039_1565131 	 - 	 AP009380 	 257
RUF_2018162_2018364 	 - 	 AP009380 	 263
RUF_2087615_2087689 	 - 	 AP009380 	 271
RUF_2290945_2291145 	 - 	 AP009380 	 453
RUF_498626_498703 	 + 	 AP009380 	 536
RUF_356949_357047 	 - 	 AP009380 	 543
RUF_1279426_1279600 	 - 	 AP009380 	 631
RUF_2054817_2054945 	 + 	 AP009380 	 632
RUF_854756_854988 	 - 	 AP009380 	 823
RUF_1181202_1181445 	 - 	 AE015924 	 73
RUF_1786017_1786171 	 - 	 AE015924 	 80
RUF_1344551_1344666 	 - 	 AE015924 	 81
RUF_1349292_1349367 	 - 	 AE015924 	 82
RUF_1758418_1758557 	 - 	 AE015924 	 88
RUF_422188_422353 	 + 	 AE015924 	 90
RUF_524958_525074 	 - 	 AE015924 	 91
RUF_1771573_1771779 	 + 	 AE015924 	 95
RUF_2067691_2067862 	 + 	 AE015924 	 159
RUF_1615050_1615554 	 + 	 AE015924 	 196
RUF_1299026_1299170 	 + 	 AE015924 	 333
RUF_1773197_1773616 	 - 	 AE015924 	 390
RUF_1495257_1495346 	 - 	 AE015924 	 397
RUF_1710568_1710821 	 + 	 AE015924 	 416
RUF_615236_615385 	 + 	 AE015924 	 417
RUF_2061300_2061828 	 - 	 AE015924 	 1235
RUF_1964962_1965172 	 - 	 AE015924 	 1335
RUF_2058306_2058621 	 + 	 AE015924 	 1446
RUF_1320942_1321251 	 - 	 AE015924 	 1705
RUF_979900_979965 	 + 	 BX548174 	 4
RUF_980123_980195 	 + 	 BX548174 	 6
RUF_520500_520591 	 + 	 BX548174 	 17
RUF_324243_324344 	 - 	 BX548174 	 25
RUF_1459552_1459605 	 + 	 BX548174 	 26
RUF_312428_313040 	 + 	 BX548174 	 29
RUF_390563_390656 	 - 	 BX548174 	 43
RUF_1446318_1446429 	 - 	 BX548174 	 51
RUF_1390123_1390193 	 + 	 BX548174 	 61
RUF_626760_626919 	 + 	 BX548174 	 76
RUF_1481942_1482016 	 - 	 BX548174 	 91
RUF_1563870_1563923 	 + 	 BX548174 	 100
RUF_139037_139097 	 + 	 BX548174 	 105
RUF_540152_540286 	 - 	 BX548174 	 108
RUF_323953_324059 	 + 	 BX548174 	 114
RUF_300244_300339 	 - 	 BX548174 	 115
RUF_258667_258842 	 + 	 BX548174 	 130
RUF_470304_470553 	 - 	 BX548174 	 133
RUF_1104481_1104654 	 - 	 BX548174 	 147
RUF_414313_414483 	 + 	 BX548174 	 166
RUF_942258_942407 	 - 	 BX548174 	 180
RUF_656607_656703 	 - 	 BX548174 	 187
RUF_195990_196142 	 - 	 BX548174 	 231
RUF_241751_241940 	 + 	 BX548174 	 240
RUF_1321883_1321971 	 + 	 BX548174 	 244
RUF_1246641_1246729 	 + 	 BX548174 	 247
RUF_451451_451542 	 + 	 BX548174 	 250
RUF_1295893_1296040 	 + 	 BX548174 	 282
RUF_713325_713477 	 + 	 BX548174 	 337
RUF_445922_445977 	 - 	 BX548174 	 453
RUF_1375647_1375865 	 - 	 BX548174 	 625
RUF_1549740_1549886 	 - 	 BX548174 	 791
RUF_3608636_3609282 	 + 	 AM942759 	 1
RUF_3034893_3035539 	 + 	 AM942759 	 2
RUF_3346279_3346925 	 + 	 AM942759 	 3
RUF_455039_455851 	 + 	 AM942759 	 4
RUF_3878757_3879569 	 + 	 AM942759 	 5
RUF_3571889_3572701 	 + 	 AM942759 	 6
RUF_2451325_2452137 	 + 	 AM942759 	 7
RUF_1100745_1100841 	 + 	 AM942759 	 24
RUF_785389_785455 	 + 	 AM942759 	 25
RUF_3067114_3067183 	 + 	 AM942759 	 41
RUF_3579522_3579609 	 + 	 AM942759 	 53
RUF_3062558_3062623 	 + 	 AM942759 	 57
RUF_3365567_3365626 	 + 	 AM942759 	 70
RUF_3579760_3579886 	 + 	 AM942759 	 73
RUF_947339_947482 	 + 	 AM942759 	 114
RUF_783534_783717 	 + 	 AM942759 	 121
RUF_3064581_3064728 	 + 	 AM942759 	 128
RUF_2454040_2454437 	 + 	 AM942759 	 230
RUF_3569587_3569986 	 + 	 AM942759 	 256
RUF_3876433_3876854 	 + 	 AM942759 	 295
RUF_3713501_3713607 	 - 	 CP000438 	 16
RUF_734889_734981 	 + 	 CP000438 	 21
RUF_5288137_5288356 	 + 	 CP000438 	 22
RUF_2244040_2244160 	 + 	 CP000438 	 25
RUF_5157963_5158032 	 + 	 CP000438 	 29
RUF_3675920_3676015 	 - 	 CP000438 	 30
RUF_2362160_2362501 	 - 	 CP000438 	 31
RUF_745545_745612 	 + 	 CP000438 	 37
RUF_732702_733001 	 + 	 CP000438 	 51
RUF_755071_755163 	 + 	 CP000438 	 62
RUF_2154641_2154737 	 - 	 CP000438 	 77
RUF_6315761_6315880 	 - 	 CP000438 	 81
RUF_1498998_1499096 	 + 	 CP000438 	 104
RUF_759483_759559 	 + 	 CP000438 	 114
RUF_4464873_4464954 	 - 	 CP000438 	 133
RUF_5312724_5312855 	 - 	 AE015451 	 1
RUF_171212_171364 	 + 	 AE015451 	 2
RUF_697630_697800 	 + 	 AE015451 	 3
RUF_524777_524928 	 + 	 AE015451 	 4
RUF_1325325_1325479 	 + 	 AE015451 	 5
RUF_176623_176793 	 + 	 AE015451 	 6
RUF_2548422_2548666 	 + 	 AE015451 	 7
RUF_1883243_1883426 	 - 	 AE015451 	 16
RUF_536972_537026 	 + 	 AE015451 	 20
RUF_258918_259053 	 + 	 AE009950 	 36
RUF_505722_505820 	 + 	 AE009950 	 55
RUF_136703_136901 	 + 	 AE009950 	 160
RUF_1285094_1285168 	 + 	 AE009950 	 164
RUF_1226087_1226249 	 + 	 AE009950 	 193
RUF_1793377_1793476 	 - 	 AE009950 	 218
RUF_234518_234644 	 + 	 AE009950 	 341
RUF_505155_505346 	 + 	 AE009950 	 490
RUF_3188198_3188603 	 + 	 CP000143 	 5
RUF_1468_1574 	 + 	 CP000143 	 7
RUF_2592842_2592959 	 + 	 CP000143 	 9
RUF_2958269_2958350 	 - 	 CP000143 	 12
RUF_1945_2129 	 + 	 CP000143 	 15
RUF_2919718_2919877 	 + 	 CP000143 	 21
RUF_292190_292422 	 + 	 CP000143 	 28
RUF_303213_303420 	 + 	 CP000143 	 33
RUF_792577_792831 	 - 	 CP000143 	 60
RUF_319699_319836 	 + 	 CP000143 	 62
RUF_509154_509289 	 - 	 CP000143 	 73
RUF_290940_291030 	 + 	 CP000143 	 88
RUF_1218673_1218790 	 + 	 CP000143 	 101
RUF_33597_33674 	 - 	 CP000144 	 7
RUF_942651_943015 	 + 	 CP000144 	 8
RUF_1931_2131 	 + 	 CP000144 	 11
RUF_35603_35803 	 + 	 CP000144 	 12
RUF_1470_1633 	 + 	 CP000144 	 13
RUF_35144_35306 	 + 	 CP000144 	 14
RUF_16272_16435 	 + 	 CP000144 	 19
RUF_683392_683495 	 - 	 CP000144 	 25
RUF_857601_857693 	 + 	 CP000144 	 32
RUF_238502_238725 	 - 	 CP000144 	 38
RUF_2692282_2692329 	 + 	 AE014613 	 1
RUF_4506812_4506883 	 - 	 AE014613 	 3
RUF_681113_681178 	 + 	 AE014613 	 26
RUF_1397941_1397990 	 + 	 AE014613 	 32
RUF_724649_724714 	 + 	 AE014613 	 35
RUF_681313_681375 	 - 	 AE014613 	 66
RUF_499318_499554 	 - 	 AE014613 	 76
RUF_4122170_4122292 	 + 	 AE014613 	 94
RUF_999785_999861 	 + 	 AE014613 	 98
RUF_3739102_3739161 	 + 	 AE014613 	 103
RUF_1190094_1190229 	 + 	 AE014613 	 112
RUF_4198641_4198773 	 - 	 AE014613 	 113
RUF_2737013_2737908 	 - 	 AE014613 	 141
RUF_3763703_3763816 	 + 	 AE014613 	 170
RUF_1038929_1039409 	 + 	 AE014613 	 175
RUF_1892749_1892826 	 + 	 AE014613 	 180
RUF_3388901_3389185 	 + 	 AE014613 	 185
RUF_4790700_4790831 	 - 	 AE014613 	 195
RUF_2736288_2736817 	 - 	 AE014613 	 225
RUF_1852667_1852755 	 + 	 AE014613 	 230
RUF_287126_287183 	 + 	 AE014613 	 269
RUF_4790860_4791031 	 - 	 AE014613 	 432
RUF_1276595_1276723 	 - 	 AE014613 	 472
RUF_2695422_2695501 	 + 	 AE014613 	 473
RUF_2697414_2697463 	 + 	 AE014613 	 741
RUF_3427238_3427543 	 + 	 AE014613 	 742
RUF_3427844_3427891 	 + 	 AE014613 	 915
RUF_2702210_2702269 	 + 	 AE014613 	 1293
RUF_2700630_2700677 	 + 	 AE014613 	 1739
RUF_4241730_4241774 	 - 	 AE014613 	 2201
RUF_2701199_2701246 	 + 	 AE014613 	 3775
RUF_2702450_2702523 	 + 	 AE014613 	 3776
RUF_2701853_2701903 	 + 	 AE014613 	 4555
RUF_361448_361501 	 + 	 CP000253 	 33
RUF_492975_493098 	 + 	 CP000253 	 36
RUF_529860_529959 	 + 	 CP000253 	 40
RUF_2127952_2128071 	 + 	 CP000253 	 42
RUF_530907_531031 	 + 	 CP000253 	 50
RUF_1904455_1904670 	 + 	 CP000253 	 57
RUF_519077_519286 	 + 	 CP000253 	 58
RUF_533111_533329 	 + 	 CP000253 	 61
RUF_2242338_2242630 	 + 	 CP000253 	 70
RUF_1734331_1734576 	 + 	 CP000253 	 82
RUF_228025_228481 	 + 	 CP000253 	 88
RUF_494651_495017 	 + 	 CP000253 	 91
RUF_2555792_2555932 	 + 	 CP000253 	 96
RUF_1670698_1670760 	 + 	 CP000253 	 105
RUF_748891_748953 	 + 	 CP000253 	 115
RUF_777130_777184 	 + 	 CP000253 	 116
RUF_2125851_2126399 	 + 	 CP000253 	 118
RUF_1201335_1201451 	 + 	 CP000253 	 121
RUF_2300174_2300303 	 + 	 CP000253 	 124
RUF_450372_450738 	 + 	 CP000253 	 143
RUF_1032370_1032476 	 + 	 AM743169 	 34
RUF_936300_936357 	 + 	 AM743169 	 35
RUF_2066744_2066830 	 - 	 AM743169 	 45
RUF_1411268_1411314 	 + 	 AM743169 	 60
RUF_1322020_1322077 	 + 	 AM743169 	 78
RUF_940551_940901 	 + 	 AM743169 	 79
RUF_1412972_1413046 	 + 	 AM743169 	 90
RUF_955453_955771 	 + 	 AM743169 	 103
RUF_1816876_1816936 	 - 	 AM743169 	 116
RUF_546852_546995 	 + 	 AM743169 	 123
RUF_2957760_2957880 	 + 	 AM743169 	 2092
RUF_4794935_4795270 	 - 	 AM743169 	 2093
RUF_558188_558295 	 + 	 AM743169 	 2094
RUF_558993_559085 	 + 	 AM743169 	 2095
RUF_105154_105249 	 - 	 AE006641 	 7
RUF_2033485_2033587 	 + 	 AE006641 	 9
RUF_749342_749417 	 - 	 AE006641 	 10
RUF_2411637_2411800 	 - 	 AE006641 	 15
RUF_595498_595590 	 + 	 AE006641 	 36
RUF_807535_807619 	 - 	 AE006641 	 38
RUF_2952841_2953031 	 - 	 AE006641 	 39
RUF_789531_789657 	 + 	 AE006641 	 41
RUF_1184670_1184784 	 - 	 AE006641 	 43
RUF_2191896_2192032 	 - 	 AE006641 	 44
RUF_597695_597863 	 - 	 AE006641 	 53
RUF_2137185_2137263 	 + 	 AE006641 	 64
RUF_509340_509467 	 - 	 AE006641 	 97
RUF_2935512_2935882 	 + 	 CP000951 	 20
RUF_2302708_2302888 	 + 	 CP000951 	 28
RUF_630090_630537 	 + 	 CP000951 	 32
RUF_1223836_1223941 	 + 	 CP000951 	 40
RUF_2927734_2927797 	 + 	 CP000951 	 41
RUF_1222212_1222338 	 + 	 CP000951 	 52
RUF_1401196_1401712 	 + 	 CP000951 	 56
RUF_2042402_2042578 	 + 	 CP000951 	 57
RUF_299934_300040 	 + 	 CP000951 	 58
RUF_2301717_2301837 	 + 	 CP000951 	 59
RUF_2301123_2301230 	 + 	 CP000951 	 60
RUF_1069517_1069581 	 + 	 CP000951 	 68
RUF_2013124_2013351 	 + 	 CP000951 	 69
RUF_986994_987178 	 + 	 CP000951 	 73
RUF_2854263_2854800 	 + 	 CP000951 	 77
RUF_2013835_2013920 	 + 	 CP000951 	 87
RUF_28852_28952 	 + 	 CP000951 	 174
RUF_2796491_2796583 	 + 	 CP000951 	 910
RUF_162845_163050 	 + 	 CP000951 	 2244
RUF_1274258_1274437 	 + 	 CP000100 	 33
RUF_1170773_1170842 	 + 	 CP000100 	 34
RUF_340129_340287 	 + 	 CP000100 	 38
RUF_2288886_2288961 	 + 	 CP000100 	 47
RUF_219869_219926 	 + 	 CP000100 	 50
RUF_2432877_2432950 	 + 	 CP000100 	 54
RUF_323413_323780 	 + 	 CP000100 	 55
RUF_1536910_1536985 	 + 	 CP000100 	 58
RUF_643964_644173 	 + 	 CP000100 	 59
RUF_1838650_1838755 	 + 	 CP000100 	 62
RUF_2299516_2299795 	 + 	 CP000100 	 63
RUF_2638186_2638475 	 + 	 CP000100 	 64
RUF_2596654_2596718 	 + 	 CP000100 	 65
RUF_2281075_2281199 	 + 	 CP000100 	 66
RUF_1421317_1421474 	 + 	 CP000100 	 68
RUF_986008_986414 	 + 	 CP000100 	 72
RUF_2622882_2623090 	 + 	 CP000100 	 73
RUF_1421165_1421237 	 + 	 CP000100 	 84
RUF_519331_519791 	 + 	 CP000100 	 88
RUF_403898_404015 	 + 	 CP000100 	 215
RUF_4276805_4277002 	 - 	 AE008923 	 12
RUF_3661751_3661962 	 + 	 AE008923 	 13
RUF_4579572_4579749 	 - 	 AE008923 	 14
RUF_5068810_5069012 	 - 	 AE008923 	 15
RUF_1168414_1168491 	 + 	 AE008923 	 17
RUF_4700592_4700797 	 - 	 AE008923 	 20
RUF_4178251_4178544 	 - 	 AE008923 	 21
RUF_4581610_4581911 	 - 	 AE008923 	 25
RUF_5070848_5071184 	 - 	 AE008923 	 26
RUF_4919255_4919454 	 + 	 AE008923 	 27
RUF_1146074_1146283 	 + 	 AE008923 	 31
RUF_1142850_1142930 	 + 	 AE008923 	 32
RUF_3045081_3045312 	 - 	 AE008923 	 33
RUF_929766_930017 	 + 	 AE008923 	 37
RUF_4333197_4333259 	 - 	 AE008923 	 38
RUF_1120876_1120920 	 + 	 AE008923 	 42
RUF_2320973_2321030 	 + 	 AE008923 	 50
RUF_1119789_1120334 	 + 	 AE008923 	 55
RUF_1147735_1147782 	 + 	 AE008923 	 62
RUF_1117262_1117356 	 + 	 AE008923 	 64
RUF_3350324_3350495 	 + 	 AE008923 	 70
RUF_4946686_4946875 	 - 	 AE008923 	 274
RUF_4626381_4626552 	 + 	 AE008923 	 296
RUF_5096351_5096419 	 + 	 AE008923 	 472
RUF_4522337_4522374 	 + 	 AE008923 	 3568
